Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL121,2019-11-15,14.0,20.0,490.0
CHNL121,2019-12-15,6.0,20.0,740.0
CHNL121,2020-01-15,10.0,5.0,560.0
CHNL121,2020-02-15,10.0,5.0,440.0
CHNL121,2020-03-15,4.0,20.0,370.0
CHNL121,2020-04-15,2.0,5.0,480.0
CHNL121,2020-05-15,10.0,20.0,730.0
CHNL121,2020-06-15,1.0,5.0,390.0
CHNL121,2020-07-15,0.9,5.0,440.0
CHNL121,2020-08-15,6.0,6.0,470.0
CHNL121,2020-09-15,5.0,5.0,480.0
CHNL121,2020-10-15,2.0,5.0,690.0
CHNL121,2020-11-15,13.0,5.0,640.0
CHNL121,2020-12-15,1.0,5.0,670.0
CHNL121,2021-01-15,3.0,5.0,830.0
CHNL121,2021-02-15,1.0,5.0,610.0
CHNL121,2021-03-15,4.0,5.0,800.0
CHNL121,2021-04-15,6.0,5.0,780.0
CHNL121,2021-05-15,5.0,5.0,660.0
CHNL121,2021-06-15,2.0,5.0,680.0
CHNL121,2021-07-15,4.0,5.0,530.0
CHNL121,2021-08-15,5.0,5.0,500.0
CHNL121,2021-09-15,5.0,5.0,530.0
CHNL121,2021-10-15,1.0,5.0,540.0
CHNL121,2021-11-15,1.0,5.0,740.0
CHNL121,2021-12-15,6.0,5.0,650.0
CHNL121,2022-01-15,12.0,5.0,830.0
CHNL121,2022-04-15,1.0,5.0,890.0
CHNL121,2022-07-15,1.0,5.0,820.0
CHNL121,2022-11-15,1.0,5.0,890.0
CHNL123,2016-01-15,2.71,20.0,3940.0
CHNL123,2016-02-15,2.72,50.0,3770.0
CHNL123,2016-03-15,2.75,40.0,3660.0
CHNL123,2016-04-15,3.61,40.0,3940.0
CHNL123,2016-05-15,5.53,50.0,4670.0
CHNL123,2016-06-15,5.14,40.0,4490.0
CHNL123,2016-07-15,6.6499999999999995,40.0,3610.0
CHNL123,2016-08-15,9.68,30.0,3120.0
CHNL123,2016-09-15,9.59,20.0,3370.0
CHNL123,2016-10-15,9.209999999999999,40.0,3300.0
CHNL123,2016-11-15,9.4,30.0,3170.0
CHNL123,2016-12-15,9.4,40.0,3570.0
CHNL123,2017-01-15,9.74,40.0,3640.0
CHNL123,2017-02-15,9.32,30.0,3660.0
CHNL123,2017-03-15,3.13,40.0,4410.0
CHNL123,2017-04-15,2.52,50.0,4400.0
CHNL123,2017-05-15,2.0,40.0,4750.0
CHNL123,2017-06-15,2.19,50.0,4160.0
CHNL123,2017-07-15,6.5,50.0,3380.0
CHNL123,2017-08-15,3.0,40.0,2100.0
CHNL123,2017-09-15,3.0,,2420.0
CHNL123,2017-10-15,2.33,40.0,4450.0
CHNL123,2017-11-15,10.17,23.33,3946.67
CHNL123,2017-12-15,1.6700000000000002,20.0,3700.0
CHNL123,2018-01-15,1.0,5.0,3846.67
CHNL123,2018-02-15,1.0,40.0,4140.0
CHNL123,2018-03-15,1.0,40.0,4530.0
CHNL123,2018-04-15,5.0,40.0,4530.0
CHNL123,2018-05-15,5.0,50.0,3750.0
CHNL123,2018-06-15,7.0,50.0,2970.0
CHNL123,2018-07-15,6.0,5.0,3770.0
CHNL123,2018-09-15,1.0,30.0,2800.0
CHNL123,2018-10-15,1.0,40.0,2450.0
CHNL123,2018-11-15,1.0,30.0,1950.0
CHNL123,2018-12-15,8.0,40.0,4620.0
CHNL123,2019-01-15,1.0,20.0,2750.0
CHNL123,2019-02-15,2.0,30.0,4320.0
CHNL123,2019-03-15,1.0,30.0,4690.0
CHNL123,2019-04-15,12.0,30.0,3890.0
CHNL123,2019-05-15,1.0,40.0,3260.0
CHNL123,2019-06-15,1.0,40.0,2710.0
CHNL123,2019-09-15,4.0,30.0,2220.0
CHNL123,2019-10-15,1.0,40.0,2130.0
CHNL123,2019-11-15,3.0,20.0,2880.0
CHNL123,2019-12-15,1.0,40.0,2360.0
CHNL123,2020-01-15,1.0,22.0,3430.0
CHNL123,2020-02-15,1.0,26.0,4270.0
CHNL123,2020-03-15,3.0,30.0,3040.0
CHNL123,2020-04-15,2.0,16.0,3440.0
CHNL123,2020-05-15,1.0,63.0,2060.0
CHNL123,2020-06-15,5.0,37.0,2860.0
CHNL123,2020-09-15,13.0,85.0,4500.0
CHNL123,2020-10-15,1.0,18.0,3110.0
CHNL123,2020-11-15,4.0,20.0,2830.0
CHNL123,2020-12-15,2.0,18.0,2880.0
CHNL123,2021-01-15,2.0,15.0,3410.0
CHNL123,2021-02-15,2.0,26.0,3480.0
CHNL123,2021-03-15,1.0,24.0,3350.0
CHNL123,2021-04-15,7.0,29.0,3440.0
CHNL123,2021-05-15,11.0,28.0,3130.0
CHNL123,2021-06-15,7.0,33.0,2730.0
CHNL123,2021-10-15,15.0,18.0,3290.0
CHNL123,2021-11-15,5.0,20.0,3940.0
CHNL123,2021-12-15,4.0,19.0,4040.0
CHNL123,2022-02-15,11.0,17.0,4370.0
CHNL123,2022-03-15,1.0,22.0,4520.0
CHNL123,2022-04-15,1.0,17.0,4260.0
CHNL123,2022-05-15,5.0,22.0,3170.0
CHNL123,2022-06-15,6.0,38.0,3140.0
CHNL123,2022-09-15,4.0,50.0,3640.0
CHNL123,2022-10-15,1.0,46.0,3770.0
CHNL123,2022-11-15,8.0,30.0,3000.0
CHNL123,2022-12-15,7.0,56.0,4160.0
CHNL124,2012-05-15,17.4,60.0,450.0
CHNL124,2012-06-15,15.5,50.0,320.0
CHNL124,2012-07-15,8.5,120.0,700.0
CHNL124,2012-08-15,6.0,90.0,760.0
CHNL124,2012-09-15,4.0,80.0,870.0
CHNL124,2012-10-15,6.0,100.0,570.0
CHNL124,2013-05-15,9.0,50.0,470.0
CHNL124,2013-06-15,12.0,100.0,430.0
CHNL124,2013-07-15,15.0,100.0,440.0
CHNL124,2013-08-15,11.0,80.0,500.0
CHNL124,2013-09-15,11.0,90.0,470.0
CHNL124,2013-10-15,5.0,90.0,600.0
CHNL124,2014-01-15,3.0,50.0,910.0
CHNL124,2014-02-15,3.0,50.0,900.0
CHNL124,2014-05-15,2.0,60.0,580.0
CHNL124,2014-06-15,4.0,80.0,540.0
CHNL124,2014-07-15,7.0,90.0,550.0
CHNL124,2014-08-15,8.0,80.0,580.0
CHNL124,2014-09-15,13.0,80.0,540.0
CHNL124,2014-10-15,7.0,80.0,550.0
CHNL124,2015-01-15,4.0,50.0,910.0
CHNL124,2015-02-15,1.0,50.0,920.0
CHNL124,2015-05-15,2.0,50.0,660.0
CHNL124,2015-06-15,4.0,70.0,650.0
CHNL124,2015-07-15,5.0,70.0,950.0
CHNL124,2015-08-15,5.0,50.0,580.0
CHNL124,2015-09-15,5.0,70.0,580.0
CHNL124,2015-10-15,3.0,80.0,420.0
CHNL124,2016-01-15,1.0,43.0,718.0
CHNL124,2016-02-15,1.0,47.0,698.0
CHNL124,2016-05-15,13.0,49.0,228.0
CHNL124,2016-06-15,14.0,49.0,298.0
CHNL124,2016-07-15,15.0,44.0,278.0
CHNL124,2016-08-15,21.0,56.0,614.0
CHNL124,2016-09-15,15.0,55.0,526.0
CHNL124,2016-10-15,9.0,48.0,488.0
CHNL124,2017-01-15,3.0,50.0,440.0
CHNL124,2017-02-15,4.0,50.0,440.0
CHNL124,2017-05-15,11.0,70.0,350.0
CHNL124,2017-06-15,14.0,50.0,350.0
CHNL124,2017-07-15,15.0,50.0,720.0
CHNL124,2017-08-15,14.0,50.0,530.0
CHNL124,2017-09-15,11.0,50.0,520.0
CHNL124,2017-10-15,24.0,100.0,520.0
CHNL124,2018-01-15,1.0,30.0,590.0
CHNL124,2018-02-15,1.0,40.0,450.0
CHNL124,2018-03-15,1.0,30.0,800.0
CHNL124,2018-05-15,2.0,80.0,220.0
CHNL124,2018-06-15,4.0,60.0,290.0
CHNL124,2018-07-15,5.0,80.0,500.0
CHNL124,2018-08-15,9.0,100.0,500.0
CHNL124,2018-09-15,6.0,70.0,460.0
CHNL124,2018-10-15,5.0,80.0,520.0
CHNL124,2019-01-15,1.0,30.0,450.0
CHNL124,2019-02-15,1.0,30.0,580.0
CHNL124,2019-03-15,1.0,40.0,480.0
CHNL124,2019-05-15,3.0,100.0,480.0
CHNL124,2019-06-15,4.0,150.0,430.0
CHNL124,2019-07-15,7.0,90.0,310.0
CHNL124,2019-08-15,8.0,80.0,440.0
CHNL124,2019-09-15,5.0,90.0,360.0
CHNL124,2019-10-15,17.0,70.0,330.0
CHNL124,2019-12-15,17.0,70.0,330.0
CHNL124,2020-01-15,4.0,80.0,590.0
CHNL124,2020-02-15,4.0,60.0,600.0
CHNL124,2020-03-15,1.0,20.0,810.0
CHNL124,2020-06-15,2.0,40.0,540.0
CHNL124,2020-07-15,3.0,120.0,2380.0
CHNL124,2020-08-15,13.0,80.0,100.0
CHNL124,2020-09-15,1.0,190.0,650.0
CHNL124,2020-10-15,6.0,130.0,590.0
CHNL124,2021-01-15,1.5,65.5,1635.0
CHNL124,2021-02-15,2.0,36.0,2150.0
CHNL124,2021-03-15,1.0,38.5,2055.0
CHNL124,2021-04-15,2.0,120.0,1240.0
CHNL124,2021-05-15,2.0,90.0,790.0
CHNL124,2021-06-15,10.0,70.0,660.0
CHNL124,2021-07-15,7.0,100.0,1140.0
CHNL124,2021-08-15,13.0,60.0,1060.0
CHNL124,2021-09-15,4.0,110.0,730.0
CHNL124,2021-10-15,8.0,65.0,520.0
CHNL124,2021-12-15,9.0,50.0,820.0
CHNL124,2022-01-15,8.0,50.0,1230.0
CHNL124,2022-05-15,3.0,70.0,560.0
CHNL124,2022-06-15,4.0,50.0,770.0
CHNL124,2022-07-15,10.0,90.0,620.0
CHNL124,2022-08-15,7.0,55.0,940.0
CHNL124,2022-09-15,6.0,70.0,940.0
CHNL124,2022-10-15,4.0,40.0,540.0
CHNL124,2022-11-15,13.0,53.0,1200.0
CHNL124,2022-12-15,3.0,40.0,510.0
CHNL125,2016-01-15,0.23,,180.0
CHNL125,2016-02-15,0.51,,490.0
CHNL125,2016-03-15,0.53,10.0,430.0
CHNL125,2016-04-15,0.35,,450.0
CHNL125,2016-05-15,0.29,,460.0
CHNL125,2016-06-15,0.38,,470.0
CHNL125,2016-07-15,0.35,,480.0
CHNL125,2016-08-15,0.24000000000000002,,370.0
CHNL125,2016-09-15,0.3,,460.0
CHNL125,2016-10-15,0.32,,420.0
CHNL125,2016-11-15,0.35,,400.0
CHNL125,2016-12-15,0.53,,470.0
CHNL125,2017-01-15,0.44,,480.0
CHNL125,2017-02-15,0.62,,480.0
CHNL125,2017-03-15,0.54,,470.0
CHNL125,2017-04-15,0.4,,480.0
CHNL125,2017-05-15,1.48,,470.0
CHNL125,2017-06-15,0.54,,490.0
CHNL125,2017-07-15,1.4400000000000002,,470.0
CHNL125,2017-08-15,1.32,,450.0
CHNL125,2017-09-15,1.17,,470.0
CHNL125,2017-11-15,1.0,5.0,520.0
CHNL125,2017-12-15,1.0,26.669999999999998,586.6700000000001
CHNL125,2018-01-15,1.0,26.669999999999998,523.3299999999999
CHNL125,2018-02-15,1.0,5.0,820.0
CHNL125,2018-03-15,1.0,5.0,430.0
CHNL125,2018-04-15,1.0,5.0,450.0
CHNL125,2018-05-15,1.0,5.0,490.0
CHNL125,2018-06-15,1.0,5.0,580.0
CHNL125,2018-07-15,1.0,5.0,490.0
CHNL125,2018-08-15,1.0,5.0,570.0
CHNL125,2018-09-15,1.0,5.0,600.0
CHNL125,2018-10-15,1.0,5.0,650.0
CHNL125,2018-11-15,1.0,5.0,560.0
CHNL125,2018-12-15,2.0,5.0,630.0
CHNL125,2019-01-15,3.0,5.0,460.0
CHNL125,2019-02-15,1.0,5.0,950.0
CHNL125,2019-03-15,1.0,5.0,470.0
CHNL125,2019-04-15,6.0,5.0,700.0
CHNL125,2019-05-15,3.0,5.0,650.0
CHNL125,2019-06-15,3.0,5.0,650.0
CHNL125,2019-09-15,1.0,5.0,450.0
CHNL125,2019-10-15,4.0,5.0,440.0
CHNL125,2019-11-15,4.0,5.0,560.0
CHNL125,2019-12-15,3.0,5.0,560.0
CHNL125,2020-01-15,2.0,5.0,460.0
CHNL125,2020-02-15,1.0,5.0,600.0
CHNL125,2020-03-15,1.0,5.0,530.0
CHNL125,2020-04-15,1.0,5.0,450.0
CHNL125,2020-05-15,1.0,12.0,600.0
CHNL125,2020-06-15,1.0,7.0,420.0
CHNL125,2020-07-15,1.0,5.0,540.0
CHNL125,2020-08-15,1.0,10.0,440.0
CHNL125,2020-09-15,1.0,5.0,490.0
CHNL125,2020-10-15,2.0,5.0,440.0
CHNL125,2020-11-15,2.0,5.0,460.0
CHNL125,2020-12-15,1.0,7.0,450.0
CHNL125,2021-01-15,1.0,10.0,430.0
CHNL125,2021-02-15,1.3,21.0,390.0
CHNL125,2021-03-15,1.0,16.0,380.0
CHNL125,2021-04-15,1.0,5.0,410.0
CHNL125,2021-05-15,1.0,5.0,400.0
CHNL125,2021-06-15,1.0,5.0,340.0
CHNL125,2021-07-15,1.0,5.0,490.0
CHNL125,2021-08-15,2.0,5.0,600.0
CHNL125,2021-09-15,1.0,5.0,580.0
CHNL125,2021-10-15,1.0,5.0,610.0
CHNL125,2021-11-15,1.0,5.0,570.0
CHNL125,2021-12-15,1.0,5.0,520.0
CHNL125,2022-01-15,1.0,5.0,490.0
CHNL125,2022-04-15,1.0,5.0,390.0
CHNL125,2022-07-15,3.0,6.0,370.0
CHNL125,2022-10-15,3.0,5.0,410.0
CHNL126,2016-01-15,18.9,249.0,1970.0
CHNL126,2016-02-15,14.5,158.0,1950.0
CHNL126,2016-03-15,25.7,286.0,1640.0
CHNL126,2016-04-15,38.699999999999996,275.0,1900.0
CHNL126,2016-05-15,26.1,320.0,1950.0
CHNL126,2016-06-15,75.89999999999999,322.0,1470.0
CHNL126,2016-07-15,54.0,136.0,1740.0
CHNL126,2016-08-15,44.0,125.0,1650.0
CHNL126,2016-09-15,30.599999999999998,122.0,1490.0
CHNL126,2016-10-15,59.6,127.0,1140.0
CHNL126,2016-11-15,48.599999999999994,158.0,2040.0
CHNL126,2016-12-15,68.6,412.0,1970.0
CHNL126,2017-01-15,43.3,284.0,2160.0
CHNL126,2017-02-15,20.9,123.0,1830.0
CHNL126,2017-03-15,40.7,118.0,1950.0
CHNL126,2017-04-15,52.400000000000006,115.0,1190.0
CHNL126,2017-05-15,48.4,227.0,1610.0
CHNL126,2017-06-15,24.0,307.0,1510.0
CHNL126,2017-07-15,46.1,370.0,1740.0
CHNL126,2017-08-15,27.900000000000002,240.0,930.0
CHNL126,2017-09-15,49.7,320.0,1100.0
CHNL126,2017-10-15,13.0,320.0,1115.0
CHNL126,2017-11-15,78.0,240.0,1340.0
CHNL126,2017-12-15,26.5,165.0,1245.0
CHNL126,2018-01-15,158.0,140.0,1152.5
CHNL126,2018-02-15,7.0,130.0,1200.0
CHNL126,2018-03-15,23.0,130.0,1620.0
CHNL126,2018-04-15,58.0,130.0,1440.0
CHNL126,2018-05-15,14.0,230.0,1180.0
CHNL126,2018-06-15,123.0,340.0,1610.0
CHNL126,2018-07-15,119.0,350.0,1760.0
CHNL126,2018-08-15,208.0,360.0,1670.0
CHNL126,2018-09-15,18.0,330.0,1140.0
CHNL126,2018-10-15,132.0,310.0,980.0
CHNL126,2018-11-15,15.0,300.0,960.0
CHNL126,2018-12-15,12.0,320.0,980.0
CHNL126,2019-01-15,31.0,220.0,1420.0
CHNL126,2019-02-15,35.0,180.0,1050.0
CHNL126,2019-03-15,38.5,200.0,1330.0
CHNL126,2019-04-15,30.0,220.0,750.0
CHNL126,2019-05-15,20.0,360.0,780.0
CHNL126,2019-06-15,47.0,520.0,990.0
CHNL126,2019-07-15,142.0,520.0,1170.0
CHNL126,2019-08-15,215.0,480.0,1040.0
CHNL126,2019-09-15,173.0,420.0,1160.0
CHNL126,2019-10-15,45.0,300.0,1000.0
CHNL126,2019-11-15,67.0,280.0,1550.0
CHNL126,2019-12-15,22.0,160.0,990.0
CHNL126,2020-01-15,80.0,105.0,840.0
CHNL126,2020-02-15,20.0,65.0,810.0
CHNL126,2020-03-15,20.0,70.0,780.0
CHNL126,2020-04-15,50.0,80.0,1070.0
CHNL126,2020-05-15,100.0,130.0,980.0
CHNL126,2020-06-15,58.0,195.0,980.0
CHNL126,2020-07-15,113.0,161.0,860.0
CHNL126,2020-08-15,70.0,210.0,1010.0
CHNL126,2020-09-15,106.0,195.0,1140.0
CHNL126,2020-10-15,98.0,200.0,1300.0
CHNL126,2020-11-15,88.0,143.0,1220.0
CHNL126,2020-12-15,53.0,130.0,1260.0
CHNL126,2021-01-15,22.0,94.0,1250.0
CHNL126,2021-02-15,20.0,51.0,1170.0
CHNL126,2021-03-15,40.0,78.0,1240.0
CHNL126,2021-04-15,37.0,96.0,1330.0
CHNL126,2021-05-15,34.0,130.0,1230.0
CHNL126,2021-06-15,58.0,155.0,1090.0
CHNL126,2021-07-15,122.0,133.0,1030.0
CHNL126,2021-08-15,65.0,98.0,1000.0
CHNL126,2021-09-15,106.0,132.0,1080.0
CHNL126,2021-10-15,56.0,120.0,1120.0
CHNL126,2021-11-15,69.0,77.0,1040.0
CHNL126,2021-12-15,23.0,52.0,1140.0
CHNL126,2022-01-15,48.0,54.0,1390.0
CHNL126,2022-02-15,66.0,55.0,1180.0
CHNL126,2022-03-15,56.0,46.0,1110.0
CHNL126,2022-04-15,36.0,66.0,1200.0
CHNL126,2022-05-15,42.0,85.0,1270.0
CHNL126,2022-06-15,44.0,88.0,1110.0
CHNL126,2022-07-15,42.0,61.0,890.0
CHNL126,2022-08-15,70.0,82.0,950.0
CHNL126,2022-09-15,26.0,87.0,1180.0
CHNL126,2022-10-15,64.0,102.0,1170.0
CHNL126,2022-11-15,104.0,91.0,1100.0
CHNL126,2022-12-15,101.0,110.0,1220.0
CHNL127,2014-01-15,2.0,50.0,985.0
CHNL127,2014-02-15,2.0,45.0,955.0
CHNL127,2014-05-15,2.0,40.0,440.0
CHNL127,2014-06-15,3.0,60.0,555.0
CHNL127,2014-07-15,8.5,80.0,545.0
CHNL127,2014-08-15,8.5,80.0,575.0
CHNL127,2014-09-15,12.0,80.0,460.0
CHNL127,2014-10-15,7.0,70.0,540.0
CHNL127,2015-01-15,4.0,50.0,955.0
CHNL127,2015-02-15,1.0,50.0,950.0
CHNL127,2015-05-15,2.0,50.0,640.0
CHNL127,2015-06-15,4.0,50.0,660.0
CHNL127,2015-07-15,5.0,60.0,960.0
CHNL127,2015-08-15,5.0,50.0,595.0
CHNL127,2015-09-15,5.0,70.0,580.0
CHNL127,2015-10-15,3.0,70.0,425.0
CHNL127,2016-01-15,1.0,45.0,418.0
CHNL127,2016-02-15,1.0,43.0,488.0
CHNL127,2016-05-15,14.0,47.0,213.0
CHNL127,2016-06-15,15.0,47.0,298.0
CHNL127,2016-07-15,15.0,48.0,338.0
CHNL127,2016-08-15,20.0,53.0,466.0
CHNL127,2016-09-15,13.0,48.0,346.0
CHNL127,2016-10-15,9.0,44.5,477.0
CHNL127,2017-01-15,3.0,50.0,435.0
CHNL127,2017-02-15,4.0,50.0,400.0
CHNL127,2017-05-15,12.0,50.0,445.0
CHNL127,2017-06-15,15.0,50.0,225.0
CHNL127,2017-07-15,15.0,50.0,870.0
CHNL127,2017-08-15,14.0,50.0,555.0
CHNL127,2017-09-15,11.0,50.0,510.0
CHNL127,2017-10-15,3.5,170.0,505.0
CHNL127,2018-01-15,2.0,130.0,552.5
CHNL127,2018-02-15,1.0,120.0,465.0
CHNL127,2018-03-15,1.0,110.0,745.0
CHNL127,2018-05-15,2.0,90.0,230.0
CHNL127,2018-06-15,5.0,90.0,345.0
CHNL127,2018-07-15,6.0,95.0,485.0
CHNL127,2018-08-15,8.0,125.0,660.0
CHNL127,2018-09-15,6.0,125.0,560.0
CHNL127,2018-10-15,4.5,130.0,520.0
CHNL127,2019-01-15,1.0,150.0,515.0
CHNL127,2019-02-15,1.0,100.0,500.0
CHNL127,2019-03-15,1.0,100.0,630.0
CHNL127,2019-04-15,1.0,100.0,335.0
CHNL127,2019-05-15,3.0,95.0,405.0
CHNL127,2019-06-15,4.5,170.0,500.0
CHNL127,2019-07-15,7.5,160.0,505.0
CHNL127,2019-08-15,11.5,160.0,460.0
CHNL127,2019-09-15,4.5,140.0,470.0
CHNL127,2019-10-15,3.0,150.0,490.0
CHNL127,2019-12-15,3.0,150.0,490.0
CHNL127,2020-01-15,1.5,160.0,640.0
CHNL127,2020-02-15,1.0,140.0,510.0
CHNL127,2020-03-15,1.0,110.0,465.0
CHNL127,2020-08-15,4.0,130.0,185.0
CHNL127,2020-09-15,1.0,175.0,625.0
CHNL127,2020-10-15,1.0,180.0,380.0
CHNL127,2021-01-15,19.0,85.5,735.0
CHNL127,2021-02-15,8.0,107.0,735.0
CHNL127,2021-03-15,7.0,85.0,650.0
CHNL127,2021-04-15,1.5,90.0,930.0
CHNL127,2021-05-15,1.0,89.5,665.0
CHNL127,2021-06-15,4.0,63.0,870.0
CHNL127,2021-07-15,6.0,50.0,1080.0
CHNL127,2021-08-15,10.0,110.0,1250.0
CHNL127,2021-09-15,19.5,99.5,945.0
CHNL127,2021-10-15,1.0,148.5,745.0
CHNL127,2021-12-15,3.0,40.0,850.0
CHNL127,2022-01-15,13.25,40.0,860.0
CHNL127,2022-05-15,5.5,110.0,1330.0
CHNL127,2022-06-15,11.0,120.0,1070.0
CHNL127,2022-07-15,7.0,83.0,1580.0
CHNL127,2022-08-15,10.0,130.0,740.0
CHNL127,2022-09-15,5.0,125.0,650.0
CHNL127,2022-10-15,2.0,102.5,755.0
CHNL127,2022-11-15,1.0,135.0,810.0
CHNL127,2022-12-15,2.0,130.0,840.0
CHNL129,2017-01-15,11.0,40.0,1880.0
CHNL129,2017-02-15,14.0,30.0,1990.0
CHNL129,2017-03-15,10.0,16.0,2740.0
CHNL129,2017-04-15,12.0,30.0,2980.0
CHNL129,2017-05-15,10.0,34.0,3010.0
CHNL129,2017-06-15,12.0,30.0,2420.0
CHNL129,2017-07-15,14.0,30.0,2120.0
CHNL129,2017-08-15,11.0,30.0,1950.0
CHNL129,2017-09-15,11.0,40.0,2530.0
CHNL129,2017-10-15,10.33,40.0,2433.3300000000004
CHNL129,2017-11-15,8.0,15.0,870.0
CHNL129,2017-12-15,7.67,40.0,2113.33
CHNL129,2018-01-15,7.67,33.33,3338.33
CHNL129,2018-02-15,18.669999999999998,20.0,3213.33
CHNL129,2018-03-15,6.0,20.0,3400.0
CHNL129,2018-04-15,14.0,30.0,3030.0
CHNL129,2018-05-15,4.0,30.0,2570.0
CHNL129,2018-06-15,5.0,20.0,2410.0
CHNL129,2018-07-15,8.0,30.0,1980.0
CHNL129,2018-08-15,10.0,40.0,1910.0
CHNL129,2018-09-15,19.0,20.0,1900.0
CHNL129,2018-10-15,9.0,20.0,1590.0
CHNL129,2018-11-15,8.0,40.0,1740.0
CHNL129,2018-12-15,8.0,30.0,2310.0
CHNL129,2019-01-15,14.0,20.0,2610.0
CHNL129,2019-02-15,6.0,20.0,3130.0
CHNL129,2019-03-15,3.5,20.0,3050.0
CHNL129,2019-04-15,5.0,20.0,2900.0
CHNL129,2019-05-15,9.0,10.0,2090.0
CHNL129,2019-06-15,4.0,10.0,1940.0
CHNL129,2019-07-15,4.0,5.0,1760.0
CHNL129,2019-08-15,7.0,20.0,1180.0
CHNL129,2019-09-15,12.0,5.0,1260.0
CHNL129,2019-10-15,17.0,20.0,1610.0
CHNL129,2019-11-15,8.0,20.0,1600.0
CHNL129,2019-12-15,5.0,10.0,1950.0
CHNL129,2020-01-15,10.0,5.0,2360.0
CHNL129,2020-02-15,10.0,13.0,2930.0
CHNL129,2020-03-15,10.0,5.0,2350.0
CHNL129,2020-04-15,4.0,10.0,2520.0
CHNL129,2020-05-15,10.0,10.0,1950.0
CHNL129,2020-06-15,7.0,15.0,1730.0
CHNL129,2020-07-15,13.0,23.0,1440.0
CHNL129,2020-08-15,5.0,16.0,1390.0
CHNL129,2020-09-15,9.0,15.0,1210.0
CHNL129,2020-10-15,6.0,14.0,1240.0
CHNL129,2020-11-15,6.0,13.0,1660.0
CHNL129,2020-12-15,5.0,5.0,1720.0
CHNL129,2021-04-15,4.0,16.0,1830.0
CHNL129,2021-05-15,4.0,13.0,1660.0
CHNL129,2021-06-15,4.0,16.0,1850.0
CHNL129,2021-07-15,6.0,17.0,1730.0
CHNL129,2021-08-15,8.0,16.0,1400.0
CHNL129,2021-09-15,11.0,13.0,1520.0
CHNL129,2021-10-15,6.0,13.0,1540.0
CHNL129,2021-11-15,5.0,14.0,1580.0
CHNL129,2021-12-15,6.0,10.0,1640.0
CHNL129,2022-01-15,2.0,20.0,2860.0
CHNL129,2022-05-15,2.0,11.0,2140.0
CHNL129,2022-07-15,3.0,10.0,1550.0
CHNL129,2022-11-15,4.0,15.0,1910.0
CHNL131,2018-01-15,31.5,50.0,1720.0
CHNL131,2018-02-15,8.0,40.0,1790.0
CHNL131,2018-03-15,8.0,50.0,1460.0
CHNL131,2018-04-15,26.0,,1590.0
CHNL131,2018-05-15,35.0,50.0,1210.0
CHNL131,2018-06-15,42.0,90.0,2029.9999999999998
CHNL131,2018-07-15,38.0,80.0,800.0
CHNL131,2018-08-15,34.0,90.0,710.0
CHNL131,2018-09-15,35.0,100.0,1070.0
CHNL131,2018-10-15,53.0,80.0,610.0
CHNL131,2018-11-15,55.0,70.0,1380.0
CHNL131,2018-12-15,38.0,50.0,1580.0
CHNL131,2019-01-15,38.0,40.0,1770.0
CHNL131,2019-02-15,13.0,40.0,1880.0
CHNL131,2019-03-15,21.0,50.0,1780.0
CHNL131,2019-04-15,17.0,60.0,1910.0
CHNL131,2019-05-15,59.0,100.0,1330.0
CHNL131,2019-06-15,36.0,70.0,930.0
CHNL131,2019-07-15,94.0,80.0,700.0
CHNL131,2019-08-15,8.0,110.0,1300.0
CHNL131,2019-09-15,86.0,120.0,850.0
CHNL131,2019-10-15,84.0,90.0,1720.0
CHNL131,2019-11-15,58.0,60.0,1050.0
CHNL131,2019-12-15,17.0,60.0,1480.0
CHNL131,2020-01-15,20.0,70.0,1630.0
CHNL131,2020-02-15,20.0,60.0,1750.0
CHNL131,2020-03-15,10.0,60.0,1970.0
CHNL131,2020-04-15,40.0,50.0,960.0
CHNL131,2020-05-15,40.0,90.0,1220.0
CHNL131,2020-06-15,52.0,70.0,820.0
CHNL131,2020-07-15,39.0,78.0,1510.0
CHNL131,2020-08-15,98.0,73.0,950.0
CHNL131,2020-09-15,48.0,71.0,880.0
CHNL131,2020-10-15,21.0,53.0,830.0
CHNL131,2020-11-15,25.0,42.0,980.0
CHNL131,2020-12-15,7.0,40.0,1410.0
CHNL131,2021-01-15,9.0,38.0,1240.0
CHNL131,2021-02-15,8.0,37.0,1070.0
CHNL131,2021-03-15,22.0,44.0,1350.0
CHNL131,2021-04-15,26.0,51.0,1150.0
CHNL131,2021-05-15,62.0,74.0,890.0
CHNL131,2021-06-15,25.0,82.0,680.0
CHNL131,2021-07-15,28.0,65.0,670.0
CHNL131,2021-08-15,22.0,60.0,700.0
CHNL131,2021-09-15,26.0,75.0,1010.0
CHNL131,2021-10-15,13.0,70.0,1110.0
CHNL131,2021-11-15,22.0,56.0,1180.0
CHNL131,2021-12-15,9.0,55.0,1630.0
CHNL131,2022-01-15,11.0,63.0,2009.9999999999998
CHNL131,2022-05-15,15.0,40.0,810.0
CHNL131,2022-07-15,100.0,71.0,390.0
CHNL131,2022-10-15,25.0,42.0,1090.0
CHNL132,2012-01-15,16.0,37.0,680.0
CHNL132,2012-02-15,17.0,38.0,620.0
CHNL132,2012-03-15,9.0,27.0,740.0
CHNL132,2012-04-15,7.0,31.0,420.0
CHNL132,2012-05-15,17.0,42.0,880.0
